Order ID,Record Date,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
DE-17855,2024-02-22 11:58:29,2023-09-25,2023-10-05,Express,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",435.43,9,0.12,16.48
DE-17855,2024-02-22 11:58:29,2023-09-25,2023-10-05,Express,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,472.72,8,0.06,6.7
DE-17855,2024-02-22 11:58:29,2023-09-25,2023-10-05,Express,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,383.68,6,0.2,-11.94
DE-17855,2024-02-22 11:58:29,2023-09-25,2023-10-05,Express,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,386.03,2,0.04,2.44
TH-91669,2024-02-22 11:58:29,2024-01-05,2024-01-14,Express,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,478.45,2,0.2,5.84
TH-91669,2024-02-22 11:58:29,2024-01-05,2024-01-14,Express,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,378.6,7,0.09,-8.61
TH-91669,2024-02-22 11:58:29,2024-01-05,2024-01-14,Express,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,445.54,6,0.17,17.91
TH-91669,2024-02-22 11:58:29,2024-01-05,2024-01-14,Express,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,271.83,7,0.18,-2.8
TH-91669,2024-02-22 11:58:29,2024-01-05,2024-01-14,Express,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,294.47,6,0.14,7.3
BG-00321,2024-02-22 11:58:29,2022-07-21,2022-07-28,Standard,BG-11695,Brooke Gillingham,Corporate,United States,Louisville,Colorado,80027,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,397.33,6,0.1,10.77
TS-89565,2024-02-22 11:58:29,2023-07-24,2023-07-26,Standard,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,203.63,6,0.12,-12.97
TS-89565,2024-02-22 11:58:29,2023-07-24,2023-07-26,Standard,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",264.83,1,0.13,-18.37
VP-78811,2024-02-22 11:58:29,2023-03-10,2023-03-20,Express,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,48310,Central,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,222.8,2,0.09,7.76
VP-78811,2024-02-22 11:58:29,2023-03-10,2023-03-20,Express,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",464.74,2,0.12,4.58
VP-78811,2024-02-22 11:58:29,2023-03-10,2023-03-20,Express,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,205.4,8,0.12,0.45
RD-84531,2024-02-22 11:58:29,2023-08-05,2023-08-12,Express,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,444.36,10,0.12,-8.42
RD-84531,2024-02-22 11:58:29,2023-08-05,2023-08-12,Express,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,385.62,7,0.13,-1.59
RD-84531,2024-02-22 11:58:29,2023-08-05,2023-08-12,Express,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",298.85,10,0.1,9.01
RD-84531,2024-02-22 11:58:29,2023-08-05,2023-08-12,Express,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",420.21,1,0.02,-19.96
RD-84531,2024-02-22 11:58:29,2023-08-05,2023-08-12,Express,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,493.07,1,0.07,13.88
CK-82427,2024-02-22 11:58:29,2024-02-13,2024-02-16,Standard,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB�Flash Drive Imation�Corp,225.47,3,0.0,-1.41
CK-82427,2024-02-22 11:58:29,2024-02-13,2024-02-16,Standard,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,364.14,7,0.14,15.21
CK-82427,2024-02-22 11:58:29,2024-02-13,2024-02-16,Standard,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,362.99,5,0.11,-19.31
CK-82427,2024-02-22 11:58:29,2024-02-13,2024-02-16,Standard,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",323.17,5,0.15,-8.9
CM-62803,2024-02-22 11:58:29,2023-02-19,2023-02-24,Standard,CM-11935,Carlos Meador,Consumer,United States,Tucson,Arizona,85705,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,317.39,10,0.16,3.67
CM-62803,2024-02-22 11:58:29,2023-02-19,2023-02-24,Standard,CM-11935,Carlos Meador,Consumer,United States,Tucson,Arizona,85705,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,254.18,8,0.19,14.3
CM-62803,2024-02-22 11:58:29,2023-02-19,2023-02-24,Standard,CM-11935,Carlos Meador,Consumer,United States,Tucson,Arizona,85705,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,244.15,3,0.08,-19.02
SF-67100,2024-02-22 11:58:29,2023-06-12,2023-06-13,Express,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",226.71,6,0.1,13.94
SF-67100,2024-02-22 11:58:29,2023-06-12,2023-06-13,Express,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,317.27,3,0.16,-16.64
SF-67100,2024-02-22 11:58:29,2023-06-12,2023-06-13,Express,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,300.53,6,0.14,3.16
JD-94640,2024-02-22 11:58:29,2022-02-25,2022-03-07,Standard,JD-16150,Justin Deggeller,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",445.29,6,0.16,-18.92
JD-94640,2024-02-22 11:58:29,2022-02-25,2022-03-07,Standard,JD-16150,Justin Deggeller,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,258.38,1,0.13,-10.34
TG-71816,2024-02-22 11:58:29,2023-08-15,2023-08-17,Express,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",403.45,9,0.12,19.46
TG-71816,2024-02-22 11:58:29,2023-08-15,2023-08-17,Express,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,390.25,6,0.09,11.59
TG-71816,2024-02-22 11:58:29,2023-08-15,2023-08-17,Express,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,318.9,7,0.11,-12.03
TG-71816,2024-02-22 11:58:29,2023-08-15,2023-08-17,Express,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 -�speaker phone,495.52,2,0.16,19.13
TG-71816,2024-02-22 11:58:29,2023-08-15,2023-08-17,Express,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,264.65,10,0.15,-12.19
LW-97427,2024-02-22 11:58:29,2023-11-25,2023-12-05,Express,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,253.56,7,0.17,-18.28
LW-97427,2024-02-22 11:58:29,2023-11-25,2023-12-05,Express,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,300.67,1,0.03,6.59
MF-03919,2024-02-22 11:58:29,2022-12-30,2023-01-07,Express,MF-17665,Maureen Fritzler,Corporate,United States,Phoenix,Arizona,85023,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",296.23,7,0.06,-14.57
KD-04139,2024-02-22 11:58:29,2022-06-08,2022-06-13,Standard,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,383.37,6,0.13,-8.99
KD-04139,2024-02-22 11:58:29,2022-06-08,2022-06-13,Standard,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,350.94,8,0.06,-18.78
KD-04139,2024-02-22 11:58:29,2022-06-08,2022-06-13,Standard,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009,East,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,281.54,10,0.07,-16.41
LM-44246,2024-02-22 11:58:29,2022-01-03,2022-01-06,Express,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,464.52,6,0.07,-14.08
LM-44246,2024-02-22 11:58:29,2022-01-03,2022-01-06,Express,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,FUR-FU-10003095,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",355.89,3,0.08,-14.37
LM-44246,2024-02-22 11:58:29,2022-01-03,2022-01-06,Express,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",233.12,6,0.03,17.33
LM-44246,2024-02-22 11:58:29,2022-01-03,2022-01-06,Express,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",455.14,7,0.07,-1.34
ST-53646,2024-02-22 11:58:29,2022-03-07,2022-03-11,Standard,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,416.06,2,0.02,-5.31
ST-53646,2024-02-22 11:58:29,2022-03-07,2022-03-11,Standard,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,408.75,10,0.05,15.43
RD-03447,2024-02-22 11:58:29,2023-04-29,2023-05-05,Standard,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",200.39,6,0.03,4.39
RD-03447,2024-02-22 11:58:29,2023-04-29,2023-05-05,Standard,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,212.43,8,0.07,6.66
RD-03447,2024-02-22 11:58:29,2023-04-29,2023-05-05,Standard,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,336.2,7,0.13,9.81
AT-27673,2024-02-22 11:58:29,2023-04-04,2023-04-14,Standard,AT-10735,Annie Thurman,Consumer,United States,Stockton,California,95207,West,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,398.96,1,0.05,3.71
AT-27673,2024-02-22 11:58:29,2023-04-04,2023-04-14,Standard,AT-10735,Annie Thurman,Consumer,United States,Stockton,California,95207,West,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,429.15,8,0.17,7.78
AT-27673,2024-02-22 11:58:29,2023-04-04,2023-04-14,Standard,AT-10735,Annie Thurman,Consumer,United States,Stockton,California,95207,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,361.23,4,0.0,12.2
AT-27673,2024-02-22 11:58:29,2023-04-04,2023-04-14,Standard,AT-10735,Annie Thurman,Consumer,United States,Stockton,California,95207,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,257.94,3,0.16,1.42
CY-11575,2024-02-22 11:58:29,2023-11-20,2023-11-24,Standard,CY-12745,Craig Yedwab,Corporate,United States,Monroe,Louisiana,71203,South,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,379.84,6,0.04,19.82
CY-11575,2024-02-22 11:58:29,2023-11-20,2023-11-24,Standard,CY-12745,Craig Yedwab,Corporate,United States,Monroe,Louisiana,71203,South,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,363.35,1,0.13,-1.9
PS-84628,2024-02-22 11:58:29,2022-01-17,2022-01-20,Standard,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,479.88,8,0.14,12.67
PS-84628,2024-02-22 11:58:29,2022-01-17,2022-01-20,Standard,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,362.5,7,0.15,-3.96
PS-84628,2024-02-22 11:58:29,2022-01-17,2022-01-20,Standard,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",388.54,5,0.14,-15.89
NF-00300,2024-02-22 11:58:29,2022-01-19,2022-01-27,Standard,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,296.46,1,0.06,2.03
JH-60840,2024-02-22 11:58:29,2023-06-20,2023-06-27,Express,JH-15910,Jonathan Howell,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10001547,Office Supplies,Art,Newell 311,233.33,3,0.19,-6.57
JH-60840,2024-02-22 11:58:29,2023-06-20,2023-06-27,Express,JH-15910,Jonathan Howell,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",250.06,6,0.04,-0.54
JH-60840,2024-02-22 11:58:29,2023-06-20,2023-06-27,Express,JH-15910,Jonathan Howell,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",384.79,1,0.03,-15.07
JH-60840,2024-02-22 11:58:29,2023-06-20,2023-06-27,Express,JH-15910,Jonathan Howell,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,285.93,8,0.04,19.87
DB-99816,2024-02-22 11:58:29,2022-03-12,2022-03-15,Express,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,90036,West,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,489.56,7,0.17,-7.7
DB-99816,2024-02-22 11:58:29,2022-03-12,2022-03-15,Express,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,273.23,2,0.13,12.17
DB-99816,2024-02-22 11:58:29,2022-03-12,2022-03-15,Express,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,90036,West,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,387.93,10,0.06,-1.82
DB-99816,2024-02-22 11:58:29,2022-03-12,2022-03-15,Express,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,381.56,10,0.11,1.27
XP-54225,2024-02-22 11:58:29,2022-08-31,2022-09-01,Standard,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,231.3,5,0.07,-4.48
XP-54225,2024-02-22 11:58:29,2022-08-31,2022-09-01,Standard,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",426.57,2,0.08,3.63
XP-54225,2024-02-22 11:58:29,2022-08-31,2022-09-01,Standard,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,464.14,9,0.19,1.39
XP-54225,2024-02-22 11:58:29,2022-08-31,2022-09-01,Standard,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",478.36,8,0.07,-17.92
LD-10198,2024-02-22 11:58:29,2023-06-11,2023-06-21,Standard,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,444.35,8,0.02,-0.47
LD-10198,2024-02-22 11:58:29,2023-06-11,2023-06-21,Standard,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,435.21,7,0.14,-10.45
LD-10198,2024-02-22 11:58:29,2023-06-11,2023-06-21,Standard,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,264.88,3,0.16,4.15
LD-10198,2024-02-22 11:58:29,2023-06-11,2023-06-21,Standard,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",467.09,9,0.17,-15.25
LD-10198,2024-02-22 11:58:29,2023-06-11,2023-06-21,Standard,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",466.09,4,0.16,-13.36
NH-70263,2024-02-22 11:58:29,2022-07-20,2022-07-27,Express,NH-18610,Nicole Hansen,Corporate,United States,Irving,Texas,75061,Central,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,356.7,6,0.11,6.0
NH-70263,2024-02-22 11:58:29,2022-07-20,2022-07-27,Express,NH-18610,Nicole Hansen,Corporate,United States,Irving,Texas,75061,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,218.73,1,0.1,1.22
DB-63880,2024-02-22 11:58:29,2022-02-01,2022-02-04,Express,DB-13120,David Bremer,Corporate,United States,Santa Clara,California,95051,West,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,495.13,4,0.2,1.83
DB-63880,2024-02-22 11:58:29,2022-02-01,2022-02-04,Express,DB-13120,David Bremer,Corporate,United States,Santa Clara,California,95051,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,473.98,1,0.12,-2.09
DB-63880,2024-02-22 11:58:29,2022-02-01,2022-02-04,Express,DB-13120,David Bremer,Corporate,United States,Santa Clara,California,95051,West,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",348.14,10,0.19,-0.63
BO-52291,2024-02-22 11:58:29,2022-04-30,2022-05-09,Standard,BO-11350,Bill Overfelt,Corporate,United States,Roseville,Minnesota,55113,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,286.08,1,0.15,10.75
BO-52291,2024-02-22 11:58:29,2022-04-30,2022-05-09,Standard,BO-11350,Bill Overfelt,Corporate,United States,Roseville,Minnesota,55113,Central,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,412.73,4,0.18,-19.06
BO-52291,2024-02-22 11:58:29,2022-04-30,2022-05-09,Standard,BO-11350,Bill Overfelt,Corporate,United States,Roseville,Minnesota,55113,Central,OFF-LA-10000305,Office Supplies,Labels,Avery 495,392.12,7,0.19,19.71
BO-52291,2024-02-22 11:58:29,2022-04-30,2022-05-09,Standard,BO-11350,Bill Overfelt,Corporate,United States,Roseville,Minnesota,55113,Central,OFF-LA-10003190,Office Supplies,Labels,Avery 474,430.77,7,0.13,-18.83
BO-52291,2024-02-22 11:58:29,2022-04-30,2022-05-09,Standard,BO-11350,Bill Overfelt,Corporate,United States,Roseville,Minnesota,55113,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,212.73,5,0.0,17.2
SM-68962,2024-02-22 11:58:29,2023-07-31,2023-08-05,Express,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,248.13,5,0.09,9.32
SM-68962,2024-02-22 11:58:29,2023-07-31,2023-08-05,Express,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,479.83,10,0.09,1.95
SM-68962,2024-02-22 11:58:29,2023-07-31,2023-08-05,Express,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),408.39,4,0.13,2.05
SM-68962,2024-02-22 11:58:29,2023-07-31,2023-08-05,Express,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",392.81,2,0.04,-18.11
SM-68962,2024-02-22 11:58:29,2023-07-31,2023-08-05,Express,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",358.7,3,0.11,-9.06
EN-73761,2024-02-22 11:58:29,2023-08-01,2023-08-07,Standard,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,246.66,9,0.17,-1.66
EN-73761,2024-02-22 11:58:29,2023-08-01,2023-08-07,Standard,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,433.68,6,0.02,11.85
GB-12703,2024-02-22 11:58:29,2023-07-03,2023-07-12,Express,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB�Flash Drive Imation�Corp,314.6,1,0.12,18.91
GB-12703,2024-02-22 11:58:29,2023-07-03,2023-07-12,Express,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,388.99,9,0.19,-4.42
GB-12703,2024-02-22 11:58:29,2023-07-03,2023-07-12,Express,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,280.3,5,0.03,0.53
TB-58514,2024-02-22 11:58:29,2023-09-28,2023-10-01,Express,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,276.49,9,0.1,3.52
TB-58514,2024-02-22 11:58:29,2023-09-28,2023-10-01,Express,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,368.06,5,0.16,-18.77
TB-58514,2024-02-22 11:58:29,2023-09-28,2023-10-01,Express,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,TEC-AC-10001714,Technology,Accessories,Logitech�MX Performance Wireless Mouse,432.2,5,0.14,19.76
TB-58514,2024-02-22 11:58:29,2023-09-28,2023-10-01,Express,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,345.12,7,0.01,2.2
MC-04417,2024-02-22 11:58:29,2022-12-02,2022-12-06,Standard,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",401.22,4,0.14,-18.82
MC-04417,2024-02-22 11:58:29,2022-12-02,2022-12-06,Standard,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",491.79,4,0.02,14.35
MC-04417,2024-02-22 11:58:29,2022-12-02,2022-12-06,Standard,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,209.74,5,0.18,15.2
